product_name,product_url,product_price,product_shipping,product_sold,product_type,product_top_seller,product_seller,product_seller_url,product_seller_rating,product_seller_rating_url,product_seller_feedback,product_reviews,product_reviews_url
Apple iPhone 8+ Plus - 64GB 256GB Factory GSM Unlocked Smartphone AT&T T-Mobile,https://www.ebay.ca/itm/163466112708?epid=23024045643&hash=item260f56eec4:g:wpEAAOSwH9JfocHX,C $312.17 to C $349.64,+C $24.97 shipping,"1,149+ sold",Refurbished,Top Rated Seller,best_deal_today,https://www.ebay.ca/usr/best_deal_today?_trksid=p2047675.l2559,260671,https://www.ebay.ca/fdbk/feedback_profile/best_deal_today?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.2% Positive feedback,69 product ratings,https://www.ebay.ca/p/23024045643?iid=163466112708&var=463793651368&rt=nc#UserReviews
"BlackBerry KEY2 BBF100-2, Black, (Unlocked) Good Condition",https://www.ebay.ca/itm/124808684545?epid=9029725721&hash=item1d0f2d6401:g:ZVUAAOSw5wdg7JpI,C $419.99,,6 watchers,Pre-Owned,Top Rated Seller,recellca,https://www.ebay.ca/usr/recellca?_trksid=p2047675.l2559,3833,https://www.ebay.ca/fdbk/feedback_profile/recellca?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.3% Positive feedback,3 product ratings,https://www.ebay.ca/p/9029725721?iid=124808684545#UserReviews
"BlackBerry Q10 16GB Black Unlocked Smartphone Good Condition ""B"" Grade",https://www.ebay.ca/itm/133767278226?epid=240445836&hash=item1f2526ae92:g:NgwAAOSwXDZgXXA9,C $77.00,Free shipping,Almost gone,Pre-Owned,Top Rated Seller,abcellphones,https://www.ebay.ca/usr/abcellphones?_trksid=p2047675.l2559,2145,https://www.ebay.ca/fdbk/feedback_profile/abcellphones?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,97.3% Positive feedback,62 product ratings,https://www.ebay.ca/p/240445836?iid=133767278226#UserReviews
"Samsung Galaxy A70 SM-A705W 6.7"" 128GB Black Smartphone",https://www.ebay.ca/itm/353565260848?epid=17033718536&hash=item525221bc30:g:5ygAAOSwKMhg7IQI,C $279.98,+C $12.99 shipping,17+ watchers,Open Box,Top Rated Seller,surplusbydesign,https://www.ebay.ca/usr/surplusbydesign?_trksid=p2047675.l2559,123915,https://www.ebay.ca/fdbk/feedback_profile/surplusbydesign?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.8% Positive feedback,,
OnePlus 8 / 8T / 8 Pro 5G 128/256GB T-Mobile or GSM Unlocked Android Smartphone,https://www.ebay.ca/itm/274623670904?epid=4041737796&hash=item3ff0d8aa78:g:Q0cAAOSwhNtgiW2Z,C $275.97 to C $504.21,+C $46.15 shipping,17+ watchers,Pre-Owned,Top Rated Seller,wise-deals,https://www.ebay.ca/usr/wise-deals?_trksid=p2047675.l2559,28691,https://www.ebay.ca/fdbk/feedback_profile/wise-deals?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.8% Positive feedback,8 product ratings,https://www.ebay.ca/p/4041737796?iid=274623670904&var=575080928538&rt=nc#UserReviews
Apple iPhone 8 Plus 64GB 256GB - Factory Unlocked AT&T Verizon T-Mobile,https://www.ebay.ca/itm/114711167770?epid=23024045643&hash=item1ab551831a:g:BnIAAOSw3iFeHLkU,C $299.74 to C $399.65,+C $21.54 shipping estimate,394+ sold,Refurbished,Top Rated Seller,electro-wireless,https://www.ebay.ca/usr/electro-wireless?_trksid=p2047675.l2559,25068,https://www.ebay.ca/fdbk/feedback_profile/electro-wireless?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,98.5% Positive feedback,69 product ratings,https://www.ebay.ca/p/23024045643?iid=114711167770&var=414867589699&rt=nc#UserReviews
Apple iPhone 8 UNLOCKED 64GB / 256GB SMARTPHONE >> EXCELLENT CONDITION <<,https://www.ebay.ca/itm/283794385612?epid=239099257&hash=item421376aacc:g:wLgAAOSwnhFeXRHI,C $284.99 to C $319.99,Free shipping,168+ sold,Refurbished,Top Rated Seller,phones.n.more,https://www.ebay.ca/usr/phones.n.more?_trksid=p2047675.l2559,5204,https://www.ebay.ca/fdbk/feedback_profile/phones.n.more?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,100% Positive feedback,187 product ratings,https://www.ebay.ca/p/239099257?iid=283794385612&var=585220428399#UserReviews
Apple iPhone 8 GSM Factory Unlocked GSM / CDMA 256GB| 128GB | 64GB,https://www.ebay.ca/itm/293431550034?epid=28036015462&hash=item4451e22052:g:MBMAAOSw7eleI6LL,C $249.64,+C $19.98 shipping estimate,85+ sold,New (Other),Top Rated Seller,mobiletopdeal,https://www.ebay.ca/usr/mobiletopdeal?_trksid=p2047675.l2559,16441,https://www.ebay.ca/fdbk/feedback_profile/mobiletopdeal?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.4% Positive feedback,37 product ratings,https://www.ebay.ca/p/28036015462?iid=293431550034&var=592359776932&rt=nc#UserReviews
Samsung A51 A515W 64GB/A515U 128GB Black Unlocked 6.5'' display Smartphone,https://www.ebay.ca/itm/264927985007?hash=item3daef03d6f:g:HGsAAOSwt2dfpaEi,C $194.99 to C $224.99,Free shipping,9+ watchers,Refurbished,Top Rated Seller,gadgetag,https://www.ebay.ca/usr/gadgetag?_trksid=p2047675.l2559,4854,https://www.ebay.ca/fdbk/feedback_profile/gadgetag?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.4% Positive feedback,,
Brand New OnePlus Nord N100 (4GB + 64GB) Black (BE2011) UNLOCKED Sealed Box,https://www.ebay.ca/itm/114756137230?epid=9044063582&hash=item1ab7ffb10e:g:VhcAAOSw9MpgbMa2,C $204.99,Free shipping,35 watchers,Brand New,Top Rated Seller,yzwireless,https://www.ebay.ca/usr/yzwireless?_trksid=p2047675.l2559,7374,https://www.ebay.ca/fdbk/feedback_profile/yzwireless?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,97% Positive feedback,1 product rating,https://www.ebay.ca/p/9044063582?iid=114756137230#UserReviews
Motorola Moto Z4 - 128GB - Flash Gray (Verizon & Unlocked),https://www.ebay.ca/itm/324558394002?epid=8033089823&hash=item4b91301292:g:30EAAOSwtcBdMaA8,C $349.69,+C $20.96 shipping estimate,270 sold,New (Other),Top Rated Seller,onewizard,https://www.ebay.ca/usr/onewizard?_trksid=p2047675.l2559,7979,https://www.ebay.ca/fdbk/feedback_profile/onewizard?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.6% Positive feedback,58 product ratings,https://www.ebay.ca/p/8033089823?iid=324558394002&rt=nc#UserReviews
Apple iPhone XR Smartphone | 64GB 128GB 256GB | Unlocked Verizon AT&T T-Mobile,https://www.ebay.ca/itm/174110785206?epid=28036791004&hash=item2889cfbeb6:g:2ZUAAOSw4pJd2XZh,C $405.88 to C $599.47,+C $22.87 shipping estimate,24+ sold,Refurbished,Top Rated Seller,tigerphones,https://www.ebay.ca/usr/tigerphones?_trksid=p2047675.l2559,14843,https://www.ebay.ca/fdbk/feedback_profile/tigerphones?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99% Positive feedback,5 product ratings,https://www.ebay.ca/p/28036791004?iid=174110785206&var=472982053653&rt=nc#UserReviews
Apple iPhone X | 64GB 256GB | Unlocked Verizon AT&T T-Mobile Sprint | CDMA/GSM,https://www.ebay.ca/itm/174105091978?epid=24024745750&hash=item288978df8a:g:VfMAAOSwDoNd2W90,C $393.39 to C $512.04,+C $23.57 shipping estimate,205+ sold,Refurbished,Top Rated Seller,tigerphones,https://www.ebay.ca/usr/tigerphones?_trksid=p2047675.l2559,14843,https://www.ebay.ca/fdbk/feedback_profile/tigerphones?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99% Positive feedback,14 product ratings,https://www.ebay.ca/p/24024745750?iid=174105091978&var=472963059152&rt=nc#UserReviews
Apple iPhone XR 64GB 128GB 256GB GSM Factory Unlocked Smartphone Cell Phone,https://www.ebay.ca/itm/362867831517?epid=15035941670&hash=item547c9bb2dd:g:JNEAAOSwX0VgAHvX,C $380.87 to C $462.05,+C $24.97 shipping,277+ sold,Refurbished,Top Rated Seller,best_deal_today,https://www.ebay.ca/usr/best_deal_today?_trksid=p2047675.l2559,260671,https://www.ebay.ca/fdbk/feedback_profile/best_deal_today?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.2% Positive feedback,4 product ratings,https://www.ebay.ca/p/15035941670?iid=362867831517&var=632097810921&rt=nc#UserReviews
Samsung Galaxy S7 G930 - 32GB Black Gold Unlocked AT&T Verizon T-Mobile Cricket,https://www.ebay.ca/itm/255026230704?epid=20032084609&_trkparms=ispr%3D1&hash=item3b60bf75b0:g:i3sAAOSwICtg1h50&amdata=enc%3AAQAGAAACgPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dry6K%252BgM%252BEHPseKIzdi2RrYZRY0iFA0xNQwsBGpARnsQJen8twaQRoF1KW4Y2FGLo7uipjr3xjnORQFSjCxO%252Fj%252FpQ3uz3OHvGUGAJ9bivYLUK43T7tZkeJwxwjVTHEjxQJ07%252FoMaAEA%252FElr6xx2yHQGnj%252FhLLZ71FaGTHXL4rLV09NrXKV3YYXVOYyTl9iaBKXa4YbjV7ZTG8AYHhi1%252Bo0j%252B4iRANhUFEOzjxO%252BJ6rDFwUe%252B2TJ3tLCUDn%252B7XB46o4Zu3reGIZc6ufHRVL3oQU3J9IPQ5obxfrnGl9%252BDtfd2GGaVoIoWckUxyCvffT2Jvga%252FKJzwVAJda3sD1iw1s9%252B0MZZnXCwNBqkAN8TKs5uaMgq7p6kGMxnkT2FbbGo2JKLqQ2ilyl2ChJ5ZFX2e08h3G70xBJGArd7iS309DhIeM8sWs%252FbZc%252Bdd%252Fp4ocVj%252BevilizJueKZP%252FMng8vMKLYS6CMV%252FchRws6nAxnUcedsYi2Z9LKJtQCVNM0qvCuAyyCsmIjEvHKbxrzGTNaGQ%252B7GAtBd0j1rw6mGXVR9NY8sHVBYnznMliSBJ1F9q2nPcE7HHJnzCfQybUt1PPIvXc11sBL%252BcI85KOcF%252Fjl6jW3egDjff%252F2i%252F5fd8h4TVfABTTpi5R3Y65vVV4uQOpD3s2uZa0aWHE2pNtmgqZA9R5V0XQ48gqF9i2Bsww9BkIUdFULIVPah82e%252FkASoXadN9ak0ijhUY%252FAi3n1u%252BXGA18Nga8ZN3GzuzSJqytPXcgIG2GedaYI8YbzvsYLaEmX72dNk%253D%7Campid%3APL_CLK%7Cclp%3A2334524,C $87.40 to C $124.87,+C $17.36 shipping estimate,,New (Other),Top Rated Seller,uki-mobile,https://www.ebay.ca/usr/uki-mobile?_trksid=p2047675.l2559,784,https://www.ebay.ca/fdbk/feedback_profile/uki-mobile?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.3% Positive feedback,,
SAMSUNG GALAXY S9+ PLUS SM-G965U NEW BLACK BLUE VERIZON UNLOCKED AT&T T-MOBILE,https://www.ebay.ca/itm/324468165892?epid=4024887875&_trkparms=ispr%3D1&hash=item4b8bcf4d04:g:i5UAAOSwb~VgE5Gm&amdata=enc%3AAQAGAAACgPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSvhAqMt0wg86xg8aAkgjQJOOHSBSHxqoA2v5lGTpWJO5vFCRUhWicKG5vqudm7J9Z0dag%252BBM%252B1%252FmbA%252B2OJcEHIygnSc%252BsUvLFkIrtPTKiLAddUYIEak4ZBkya3LkS2SGMqOPR%252FO9b4vygi4P76AoknrKTlkjEN97m9AzZAnvqxksFZXFPzsRwtUc1hGqXkiTiBCLIcrah5tb2CwwgP28fSyjPsOqp6u6rPGz1L0WuYLwCtqJkITAXRuaZa3mbhZXng4qNhmBIQbS2xmokWKSt42okHpBb%252BOpdeRU%252FKIvLBMuxJtfkYAYrUmWSinSQltNE6rdjeLsiR%252F5R6UYtou75Br0m6FAUcrQLbg4GuZRaCoBEHBj6am%252FiJ8jvVTDRaTHAKVOmEVHsWKXkL3pcgPoFtVnHtjZ9%252BenMADdfBafz4uAd9tbkr2EBjjLMdJnhPm6fHiFgPdX52wzD4iofezfDl3y1wBjusv3WnqdXk%252BOJR%252BhcODl0AFdwqRIvo3rjzClE5376UjMibY0c2VFiILCXwHtNEP8L2lQ9vJIFM6MavSTf3j%252B9rlj4yatTih2X%252BtJoMmBPHlSGPQJDC0U71dbaeNRk%252BFQCfBS3T0emvCPCWRZZ%252B6QefK%252BU2MuKq6UvoDjBYJpRL62n9R6KJ144Y4XW76%252BtSotFUY7XEzb0IVEx595ejzUxDC7EDGLqDORsGj80A1cvHowisWPbvW0lb9qah9xeWiSuN%252BX5ZJiDUY7XghjTGeeN9VG9kx40s2Zqj%252Fe00hVZrigA0BawbvWOxAfaKHFIfhCbccCwDd5Zbjhl93c%253D%7Campid%3APL_CLK%7Cclp%3A2334524,C $186.09 to C $405.91,+C $20.68 shipping estimate,189+ sold,New (Other),Top Rated Seller,littlesmokey78,https://www.ebay.ca/usr/littlesmokey78?_trksid=p2047675.l2559,6587,https://www.ebay.ca/fdbk/feedback_profile/littlesmokey78?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,100% Positive feedback,1 product rating,https://www.ebay.ca/p/4024887875?iid=324468165892&var=513535596687&rt=nc#UserReviews
SAMSUNG GALAXY S9+ PLUS SM-G965U NEW BLACK BLUE VERIZON UNLOCKED AT&T T-MOBILE,https://www.ebay.ca/itm/324468165892?_trkparms=aid%3D111001%26algo%3DREC.SEED%26ao%3D1%26asc%3D20160811114151%26meid%3D99c71b5a558442d188add4cbfbd53ec5%26pid%3D100667%26rk%3D1%26rkt%3D8%26sd%3D324468165892%26itm%3D324468165892%26pmt%3D1%26noa%3D1%26pg%3D2334524%26brand%3DSamsung&_trksid=p2334524.c100667.m2042,C $186.09,,"1,774+ sold",,Top Rated Seller,littlesmokey78,https://www.ebay.ca/usr/littlesmokey78?_trksid=p2047675.l2559,6587,https://www.ebay.ca/fdbk/feedback_profile/littlesmokey78?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,100% Positive feedback,,
Samsung Galaxy S7 G930 - 32GB Black Gold Unlocked AT&T Verizon T-Mobile Cricket,https://www.ebay.ca/itm/255026230704?_trkparms=aid%3D111001%26algo%3DREC.SEED%26ao%3D1%26asc%3D20160811114151%26meid%3D99c71b5a558442d188add4cbfbd53ec5%26pid%3D100667%26rk%3D2%26rkt%3D8%26sd%3D324468165892%26itm%3D255026230704%26pmt%3D1%26noa%3D1%26pg%3D2334524%26brand%3DSamsung&_trksid=p2334524.c100667.m2042,C $87.40,,319+ sold,,Top Rated Seller,uki-mobile,https://www.ebay.ca/usr/uki-mobile?_trksid=p2047675.l2559,784,https://www.ebay.ca/fdbk/feedback_profile/uki-mobile?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.3% Positive feedback,,
Apple iPhone XR 64GB 128GB 256GB GSM Factory Unlocked Smartphone Cell Phone,https://www.ebay.ca/itm/362867831517?_trkparms=aid%3D111001%26algo%3DREC.SEED%26ao%3D1%26asc%3D20160811114151%26meid%3D99c71b5a558442d188add4cbfbd53ec5%26pid%3D100667%26rk%3D3%26rkt%3D8%26sd%3D324468165892%26itm%3D362867831517%26pmt%3D1%26noa%3D1%26pg%3D2334524%26brand%3DApple&_trksid=p2334524.c100667.m2042,C $380.87,,"2,232+ sold",,Top Rated Seller,best_deal_today,https://www.ebay.ca/usr/best_deal_today?_trksid=p2047675.l2559,260671,https://www.ebay.ca/fdbk/feedback_profile/best_deal_today?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.2% Positive feedback,,
Apple iPhone X | 64GB 256GB | Unlocked Verizon AT&T T-Mobile Sprint | CDMA/GSM,https://www.ebay.ca/itm/174105091978?_trkparms=aid%3D111001%26algo%3DREC.SEED%26ao%3D1%26asc%3D20160811114151%26meid%3D99c71b5a558442d188add4cbfbd53ec5%26pid%3D100667%26rk%3D4%26rkt%3D8%26sd%3D324468165892%26itm%3D174105091978%26pmt%3D1%26noa%3D1%26pg%3D2334524%26brand%3DApple&_trksid=p2334524.c100667.m2042,C $393.39,,"4,574+ sold",,Top Rated Seller,tigerphones,https://www.ebay.ca/usr/tigerphones?_trksid=p2047675.l2559,14843,https://www.ebay.ca/fdbk/feedback_profile/tigerphones?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99% Positive feedback,,
Apple iPhone XR Smartphone | 64GB 128GB 256GB | Unlocked Verizon AT&T T-Mobile,https://www.ebay.ca/itm/174110785206?_trkparms=aid%3D111001%26algo%3DREC.SEED%26ao%3D1%26asc%3D20160811114151%26meid%3D99c71b5a558442d188add4cbfbd53ec5%26pid%3D100667%26rk%3D5%26rkt%3D8%26sd%3D324468165892%26itm%3D174110785206%26pmt%3D1%26noa%3D1%26pg%3D2334524%26brand%3DApple&_trksid=p2334524.c100667.m2042,C $405.88,,"3,464+ sold",,Top Rated Seller,tigerphones,https://www.ebay.ca/usr/tigerphones?_trksid=p2047675.l2559,14843,https://www.ebay.ca/fdbk/feedback_profile/tigerphones?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99% Positive feedback,,
Motorola Moto Z4 - 128GB - Flash Gray (Verizon & Unlocked),https://www.ebay.ca/itm/324558394002?_trkparms=aid%3D111001%26algo%3DREC.SEED%26ao%3D1%26asc%3D20160811114151%26meid%3D99c71b5a558442d188add4cbfbd53ec5%26pid%3D100667%26rk%3D6%26rkt%3D8%26sd%3D324468165892%26itm%3D324558394002%26pmt%3D1%26noa%3D1%26pg%3D2334524%26brand%3DMotorola&_trksid=p2334524.c100667.m2042,C $349.69,,270 sold,,Top Rated Seller,onewizard,https://www.ebay.ca/usr/onewizard?_trksid=p2047675.l2559,7979,https://www.ebay.ca/fdbk/feedback_profile/onewizard?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.6% Positive feedback,58 product ratings,https://www.ebay.ca/p/8033089823?iid=324558394002&rt=nc#UserReviews
Brand New OnePlus Nord N100 (4GB + 64GB) Black (BE2011) UNLOCKED Sealed Box,https://www.ebay.ca/itm/114756137230?_trkparms=aid%3D111001%26algo%3DREC.SEED%26ao%3D1%26asc%3D20160811114151%26meid%3D99c71b5a558442d188add4cbfbd53ec5%26pid%3D100667%26rk%3D7%26rkt%3D8%26sd%3D324468165892%26itm%3D114756137230%26pmt%3D1%26noa%3D1%26pg%3D2334524%26brand%3DOnePlus&_trksid=p2334524.c100667.m2042,C $204.99,,35 watchers,,Top Rated Seller,yzwireless,https://www.ebay.ca/usr/yzwireless?_trksid=p2047675.l2559,7374,https://www.ebay.ca/fdbk/feedback_profile/yzwireless?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,97% Positive feedback,1 product rating,https://www.ebay.ca/p/9044063582?iid=114756137230#UserReviews
Samsung A51 A515W 64GB/A515U 128GB Black Unlocked 6.5'' display Smartphone,https://www.ebay.ca/itm/264927985007?_trkparms=aid%3D111001%26algo%3DREC.SEED%26ao%3D1%26asc%3D20160811114151%26meid%3D99c71b5a558442d188add4cbfbd53ec5%26pid%3D100667%26rk%3D8%26rkt%3D8%26sd%3D324468165892%26itm%3D264927985007%26pmt%3D1%26noa%3D1%26pg%3D2334524%26brand%3DSamsung&_trksid=p2334524.c100667.m2042,C $194.99,Shipping not specified,50+ watchers,,Top Rated Seller,gadgetag,https://www.ebay.ca/usr/gadgetag?_trksid=p2047675.l2559,4854,https://www.ebay.ca/fdbk/feedback_profile/gadgetag?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.4% Positive feedback,,
"Samsung Galaxy S8 G950U 64GB - Factory Unlocked (Verizon, AT&T T-Mobile) Grey",https://www.ebay.ca/itm/113286876103?epid=235346440&_trkparms=ispr%3D1&hash=item1a606c8bc7:g:3AAAAOSwK7phCTGk&amdata=enc%3AAQAGAAACgPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSR84A%252FGMxXIqJzFmDq6lDLmAG7Fn1eBSTTuq3TqPpOS6NmlGWbPy8LJnDtWeJgEURYCWPpWPFGk5HGelZf%252FBQuGQ5fOG6SL22arSyu%252FxLAe5Sv7%252FiU5i5BzvCedDrFwVqf4ZCzCg1pjEOZxrgevfbmWmtwIqyfaMDaG373LoYYCLpeH6FXnVH6BmGdtA0H3NjbiEKE%252BaXFvqWAuTSsOJCXOm6LvKFraQxPC3btuBKEvFRFCrM6TUqZhJtTG24GVS%252Fu16m9PVuTT3RthG3zrHEluZXKhhZSDYAemv7FePyO74I0crUL9wPfSxemAmsSwBTT1Pno2TPFjXedUuFGyuwMlo6mkLDP%252F0vgpt2PJ1Oc625C4g1yIU7eMgvqkeQVEtb%252BYO5MHX2Zn7lI851EOG%252FTQHMpjMxtq%252B4x7A2rFzONQcMQAdrs4PcqMiVlyUfFZAvqN7DdgQ5U6Ml0N5Hc%252FA70%252BM0ShfirvaCDio9GxiARFzfDNt51gjayh7rsvpU0IHpf0ntQJkpEO1blwpW9LlmJ6nI0aVo8Q%252BihuJ4sVs2xTDXxfFcK7%252BsxBP%252FFPSAJhnSvUTJnb0gucFXjkqswSEuyFXH%252BjHW9HGHWoE8CXYIjB67CX3g1u51QTShtCuM4EzJhXrtNdcKPhGOLD%252B5zKD7xXYQkpdkEu0kxtdELPEbLh8Ji0ke%252B4lTtQzDrjxRJWubeS8qVqJaTE2mc8Il%252FUEqP4CML%252FBqWVjKTCln7Yp4HrLEkLgSUzsfDncShwuB4R89BAhnXOV6REWmZlQ%252FgIbYuvpURz6KchF8%252BR3LQ43%252BuPE%253D%7Campid%3APL_CLK%7Cclp%3A2334524,C $131.13,Free shipping,"6,007 sold",Refurbished,Top Rated Seller,emb-phones,https://www.ebay.ca/usr/emb-phones?_trksid=p2047675.l2559,114087,https://www.ebay.ca/fdbk/feedback_profile/emb-phones?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.9% Positive feedback,1144 product ratings,https://www.ebay.ca/p/235346440?iid=113286876103&rt=nc#UserReviews
Samsung Galaxy S7 G930 - 32GB Black Gold Unlocked AT&T Verizon T-Mobile Cricket,https://www.ebay.ca/itm/255026230704?epid=20032084609&_trkparms=ispr%3D1&hash=item3b60bf75b0:g:i3sAAOSwICtg1h50&amdata=enc%3AAQAGAAACgPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dry6K%252BgM%252BEHPseKIzdi2RrYZRY0iFA0xNQwsBGpARnsQJen8twaQRoF1KW4Y2FGLo7uipjr3xjnORQFSjCxO%252Fj%252FpQ3uz3OHvGUGAJ9bivYLUK43T7tZkeJwxwjVTHEjxQJ07%252FoMaAEA%252FElr6xx2yHQGnj%252FhLLZ71FaGTHXL4rLV09NrXKV3YYXVOYyTl9iaBKXa4YbjV7ZTG8AYHhi1%252Bo0j%252B4iRANhUFEOzjxO%252BJ6rDFwUe%252B2TJ3tLCUDn%252B7XB46o4Zu3reGIZc6ufHRVL3oQU3J9IPQ5obxfrnGl9%252BDtfd2W8HcB0Jg7glYa7l40cbRpICg6RCeJa07aWKJcET0kLsKd8SD0n5FIZ0yfPr0uGrPeCfb3dJZj2dhra%252FXjdb33P7CzKZBsSPcmwwB1IDaqlG22jETaxFYIFXX03BRPUMTQy4dcj6PwgBz%252FeVDO%252B1YhvBCfkgpOmlWid%252BihHMvfSihihaOseEJZbvtwNHMw9PSuYjt6Thu6QlJSTxsVB%252Bu8bcpp7WYAKgfc9Y9RA7caau1DviSO%252B8GCnQCwxT92CkmebJErNqRVwMbHZKX%252BvZl74fKdjtoNGmkX5FttAcjlzX15ZiVEkPweJ%252FJ977kM2sAWoRfMYjuT7reQdeaDbubCdn4ffSSkba78yRf3R9Rxkvv4nQId0WdQdlbT%252FJAn8voHVGAG4fFmyZZ1QZObFF0%252Bx%252B%252FgmP7DK98hoYIiw39hrQz0FfEfI%252F1tyjmbuROxJao1%252FaMSoHc7d%252FKYYrg%252Bkj929a0qVL1NHjfzBG5%252F3pC3hI%253D%7Campid%3APL_CLK%7Cclp%3A2334524,C $87.40 to C $124.87,Free shipping,,New (Other),Top Rated Seller,uki-mobile,https://www.ebay.ca/usr/uki-mobile?_trksid=p2047675.l2559,784,https://www.ebay.ca/fdbk/feedback_profile/uki-mobile?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.3% Positive feedback,,
Samsung Galaxy Note 9 | Unlocked SM-N960 | 128GB - Ocean Blue,https://www.ebay.ca/itm/274861040970?epid=11022424220&_trkparms=ispr%3D1&hash=item3ffefea54a:g:Tx8AAOSwijdg51cw&amdata=enc%3AAQAGAAACgPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSlHY%252FYTip4QFVjNQrCEJt6uIWtfpWYeuoRy%252FhQGs7rObVsA0T0%252FpSgRVGODbvKV08l4TekEE2QcoeUPYXG%252BLyforaDG5TCr93jfpRrfVrQJrNepVtJsaYRbusYh1UCQn1Ao%252BUFgcIxHIgftk1q7IbQTnjxADt8C7uMQZbsrRDeEA0ndAVqX4eKr1dQQrCFguzbX3LOnp1QdFsplKIHavTo6ya%252BoO%252FHM0mh91LAzsFMAQcpR%252F8T1q9KNTAnj5F5YaNIXgD9hHJlfJqUYylTARHTysNoakNSrYSVirIkRLMk6iJZ%252BlmQeB7DEXgTxJT1qjJdAod%252F3Y%252FINIJsKJneYnzZXrhmcgMoRqGsCykKF9zcMdfk0Xar8Y0r3mPzZGO4CKfQrQ4vsI%252Fhlp83JpUg52VJ7o19cBmghwNzb8x%252ByBmxa7QKt4CrQ2IniW8EdmNSUiQ9nMI6eXjFakq0AJV%252B2z%252Fzdt16trVvhcG3rxYxgYJCcnBk1ji3Q2Ud%252BYVqcf6v7oqHGRNGkTAf85urm6Xw1IShnOc66FPPy5Q55hm6%252BSwQ0faOSv6tKUgn3OaX9%252BVcVv4P4%252BmbQBq6yngHGL5cEAIE4KBB1TUhI%252FUe%252BxdwI6ebABTgWjKoo0d0aj54WNpfu5S%252F1aY2BYUth6RibwsMQ57gvo3NajJgQI%252BY7CMBNcpxmEaRAYblTNhgU6K6wUPn9VVV%252FGSFVHbcSIhs2SnKM8h08CeyDC63DX3i%252FhUSEIz4ZzE9ATmVxFA417eDrn7yqs7o5pavBceA6A3CyCJAntlgzOlJhyvtkebZmndQIQowPw%253D%7Campid%3APL_CLK%7Cclp%3A2334524,C $287.26,Free shipping,140 watchers,Pre-Owned,Top Rated Seller,dealsrus365,https://www.ebay.ca/usr/dealsrus365?_trksid=p2047675.l2559,68031,https://www.ebay.ca/fdbk/feedback_profile/dealsrus365?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,98.4% Positive feedback,19 product ratings,https://www.ebay.ca/p/11022424220?iid=274861040970&rt=nc#UserReviews
